15
2.01224 2.15805
5.30222 5.4002
9.89288 10.0608
13.6419 13.6069
18.4621 18.4701
25.1186 25.0557
30.1683 30.2229
34.4529 34.5795
41.1094 41.3678
46.1591 46.8389
51.5149 52.4113
55.8761 57.2746
59.3956 60.618
63.2211 64.0628
67.2762 66.7984
